"InteractorA","InteractorA_type","Relation","InteractorB","InteractorB_type","DB","DB_type","PMID"
"POU5F1","Gene","up-regulates-quantity","RARG","Gene","SIGNOR","Signalling-Networks","27499297"
"SMO","Gene","up-regulates-quantity","MAL","Gene","SIGNOR","Signalling-Networks","35082605"
"SMO","Gene","up-regulates-quantity","OPALIN","Gene","SIGNOR","Signalling-Networks","35082605"
"SMO","Gene","up-regulates-quantity","MBP","Gene","SIGNOR","Signalling-Networks","35082605"
"SMO","Gene","up-regulates-quantity","MAG","Gene","SIGNOR","Signalling-Networks","27639396"
"NR3C1","Gene","up-regulates-activity","KAT2B","Gene","SIGNOR","Signalling-Networks","32917954"
"LNPEP","Gene","down-regulates-quantity-by-destabilization","Oxytocin","Gene","SIGNOR","Signalling-Networks","25767437"
"RXRG","Gene","up-regulates-quantity","MBP","Gene","SIGNOR","Signalling-Networks","31390799"
"RXRG","Gene","up-regulates-quantity","GLI2","Gene","SIGNOR","Signalling-Networks","31390799"
"CNP","Gene","down-regulates-activity","MBP","Gene","SIGNOR","Signalling-Networks","28076777"
"KAT2B","Gene","down-regulates-activity","GLI1","Gene","SIGNOR","Signalling-Networks","32917954"
"SCNN1A","Gene","up-regulates-activity","CACNA1H","Gene","SIGNOR","Signalling-Networks","30736831"
"SCNN1B","Gene","up-regulates-activity","CACNA1H","Gene","SIGNOR","Signalling-Networks","30736831"
"SCNN1G","Gene","up-regulates-activity","CACNA1H","Gene","SIGNOR","Signalling-Networks","30736831"
"MYO5A","Gene","up-regulates-activity","ACTB","Gene","SIGNOR","Signalling-Networks","21077886"
"MYO5A","Gene","up-regulates-activity","VAMP2","Gene","SIGNOR","Signalling-Networks","21077886"
"S100A4","Gene","down-regulates-activity","MYH9","Gene","SIGNOR","Signalling-Networks","16707441"
"DLC1","Gene","down-regulates-activity","MYH9","Gene","SIGNOR","Signalling-Networks","26977077"
"MYH9","Gene","up-regulates-quantity-by-expression","CTNNB1","Gene","SIGNOR","Signalling-Networks","32685004"
"USP15","Gene","down-regulates-activity","SQSTM1","Gene","SIGNOR","Signalling-Networks","27368102"
"RNF26","Gene","up-regulates-activity","SQSTM1","Gene","SIGNOR","Signalling-Networks","27368102"
"QRICH1","Gene","up-regulates-quantity-by-expression","EARS2","Gene","SIGNOR","Signalling-Networks","33384352"
"ZNF804A","Gene","up-regulates-activity","STAT2","Gene","SIGNOR","Signalling-Networks","34364876"
"QRICH1","Gene","up-regulates-quantity-by-expression","FARS2","Gene","SIGNOR","Signalling-Networks","33384352"
"QRICH1","Gene","up-regulates-quantity-by-expression","FARSB","Gene","SIGNOR","Signalling-Networks","33384352"
"QRICH1","Gene","up-regulates-quantity-by-expression","GARS1","Gene","SIGNOR","Signalling-Networks","33384352"
"QRICH1","Gene","up-regulates-quantity-by-expression","IARS1","Gene","SIGNOR","Signalling-Networks","33384352"
"QRICH1","Gene","up-regulates-quantity-by-expression","TARS2","Gene","SIGNOR","Signalling-Networks","33384352"
"QRICH1","Gene","up-regulates-quantity-by-expression","VARS1","Gene","SIGNOR","Signalling-Networks","33384352"
"QRICH1","Gene","up-regulates-quantity-by-expression","VARS2","Gene","SIGNOR","Signalling-Networks","33384352"
"QRICH1","Gene","up-regulates-quantity-by-expression","WARS1","Gene","SIGNOR","Signalling-Networks","33384352"
"QRICH1","Gene","up-regulates-quantity-by-expression","WARS2","Gene","SIGNOR","Signalling-Networks","33384352"
"QRICH1","Gene","up-regulates-quantity-by-expression","YARS1","Gene","SIGNOR","Signalling-Networks","33384352"
"QRICH1","Gene","up-regulates-quantity-by-expression","YARS2","Gene","SIGNOR","Signalling-Networks","33384352"
"ATF4","Gene","up-regulates-quantity-by-expression","AARS1","Gene","SIGNOR","Signalling-Networks","33384352"
"ATF4","Gene","up-regulates-quantity-by-expression","AARS2","Gene","SIGNOR","Signalling-Networks","33384352"
"ATF4","Gene","up-regulates-quantity-by-expression","CARS1","Gene","SIGNOR","Signalling-Networks","33384352"
"ATF4","Gene","up-regulates-quantity-by-expression","CARS2","Gene","SIGNOR","Signalling-Networks","33384352"
"ATF4","Gene","up-regulates-quantity-by-expression","DARS2","Gene","SIGNOR","Signalling-Networks","33384352"
"ATF4","Gene","up-regulates-quantity-by-expression","EPRS1","Gene","SIGNOR","Signalling-Networks","33384352"
"ATF4","Gene","up-regulates-quantity-by-expression","LARS1","Gene","SIGNOR","Signalling-Networks","33384352"
"ATF4","Gene","up-regulates-quantity-by-expression","LARS2","Gene","SIGNOR","Signalling-Networks","33384352"
"ATF4","Gene","up-regulates-quantity-by-expression","NARS1","Gene","SIGNOR","Signalling-Networks","33384352"
"ATF4","Gene","up-regulates-quantity-by-expression","NARS2","Gene","SIGNOR","Signalling-Networks","33384352"
"ATF4","Gene","up-regulates-quantity-by-expression","SARS1","Gene","SIGNOR","Signalling-Networks","33384352"
"ATF4","Gene","up-regulates-quantity-by-expression","SARS2","Gene","SIGNOR","Signalling-Networks","33384352"
"ATF4","Gene","up-regulates-quantity-by-expression","GARS1","Gene","SIGNOR","Signalling-Networks","33384352"
"ATF4","Gene","up-regulates-quantity-by-expression","IARS1","Gene","SIGNOR","Signalling-Networks","33384352"
"ATF4","Gene","up-regulates-quantity-by-expression","TARS2","Gene","SIGNOR","Signalling-Networks","33384352"
"ATF4","Gene","up-regulates-quantity-by-expression","WARS1","Gene","SIGNOR","Signalling-Networks","33384352"
"ATF4","Gene","up-regulates-quantity-by-expression","WARS2","Gene","SIGNOR","Signalling-Networks","33384352"
"ATF4","Gene","up-regulates-quantity-by-expression","YARS1","Gene","SIGNOR","Signalling-Networks","33384352"
"ATF4","Gene","up-regulates-quantity-by-expression","YARS2","Gene","SIGNOR","Signalling-Networks","33384352"
"SNX5","Gene","up-regulates-activity","DOCK1","Gene","SIGNOR","Signalling-Networks","18596235"
"SNX5","Gene","down-regulates-quantity","IGF2R","Gene","SIGNOR","Signalling-Networks","32150533"
"SNX6","Gene","down-regulates-quantity","IGF2R","Gene","SIGNOR","Signalling-Networks","32150533"
"SNX5","Gene","down-regulates-quantity","IGF1R","Gene","SIGNOR","Signalling-Networks","32150533"
"SNX6","Gene","down-regulates-quantity","IGF1R","Gene","SIGNOR","Signalling-Networks","32150533"
"ETFBKMT","Gene","down-regulates-activity","ETFB","Gene","SIGNOR","Signalling-Networks","25416781"
"HECW2","Gene","up-regulates-quantity-by-stabilization","TP73","Gene","SIGNOR","Signalling-Networks","12890487"
"ZNF804A","Gene","up-regulates-quantity-by-expression","ANKRD1","Gene","SIGNOR","Signalling-Networks","23434502"
"ZNF804A","Gene","up-regulates-quantity-by-expression","INHBE","Gene","SIGNOR","Signalling-Networks","23434502"
"ZNF804A","Gene","up-regulates-quantity-by-expression","PIK3AP1","Gene","SIGNOR","Signalling-Networks","23434502"
"ZNF804A","Gene","up-regulates-quantity-by-expression","DDIT3","Gene","SIGNOR","Signalling-Networks","23434502"
"ZNF804A","Gene","down-regulates-quantity-by-repression","CLIC2","Gene","SIGNOR","Signalling-Networks","23434502"
"ZNF804A","Gene","down-regulates-quantity-by-repression","MGAM","Gene","SIGNOR","Signalling-Networks","23434502"
"ZNF804A","Gene","down-regulates-quantity-by-repression","BIRC3","Gene","SIGNOR","Signalling-Networks","23434502"
"ZBTB43","Gene","unknown","BDP1","Gene","SIGNOR","Signalling-Networks","16542149"
"GLI2","Gene","up-regulates-quantity-by-expression","IFITM5","Gene","SIGNOR","Signalling-Networks","23530031"
"SP3","Gene","up-regulates-quantity-by-expression","IFITM5","Gene","SIGNOR","Signalling-Networks","23530031"
"DYRK1A","Gene","down-regulates","FOXO6","Gene","SIGNOR","Signalling-Networks","19188143"
"MAPK3","Gene","down-regulates-activity","MCRIP1","Gene","SIGNOR","Signalling-Networks","25728771"
"MAPK1","Gene","down-regulates-activity","MCRIP1","Gene","SIGNOR","Signalling-Networks","25728771"
"GRK2","Gene","down-regulates-activity","OXTR","Gene","SIGNOR","Signalling-Networks","16179383"
"OXTR","Gene","up-regulates-activity","DRD2","Gene","SIGNOR","Signalling-Networks","27425032"
"KAT2B","Gene","up-regulates-activity","H3-4","Gene","SIGNOR","Signalling-Networks","34811519"
"KAT2A","Gene","up-regulates-activity","H3C1","Gene","SIGNOR","Signalling-Networks","34811519"
"KAT2A","Gene","up-regulates-activity","H3-3A","Gene","SIGNOR","Signalling-Networks","34811519"
"KAT2A","Gene","up-regulates-activity","H3-4","Gene","SIGNOR","Signalling-Networks","34811519"
"KAT2A","Gene","up-regulates-activity","H3Y1","Gene","SIGNOR","Signalling-Networks","34811519"
"KAT2A","Gene","up-regulates-activity","H3Y2","Gene","SIGNOR","Signalling-Networks","34811519"
"KAT2A","Gene","up-regulates-activity","H3-2","Gene","SIGNOR","Signalling-Networks","34811519"
"KAT2A","Gene","up-regulates-activity","H3-5","Gene","SIGNOR","Signalling-Networks","34811519"
"KAT2A","Gene","up-regulates-activity","H3C15","Gene","SIGNOR","Signalling-Networks","34811519"
"KAT2B","Gene","up-regulates-activity","H3C1","Gene","SIGNOR","Signalling-Networks","34811519"
"KAT2B","Gene","up-regulates-activity","H3-3A","Gene","SIGNOR","Signalling-Networks","34811519"
"KAT2B","Gene","up-regulates-activity","H3Y1","Gene","SIGNOR","Signalling-Networks","34811519"
"KAT2B","Gene","up-regulates-activity","H3Y2","Gene","SIGNOR","Signalling-Networks","34811519"
"KAT2B","Gene","up-regulates-activity","H3-2","Gene","SIGNOR","Signalling-Networks","34811519"
"KAT2B","Gene","up-regulates-activity","H3-5","Gene","SIGNOR","Signalling-Networks","34811519"
"KAT2B","Gene","up-regulates-activity","H3C15","Gene","SIGNOR","Signalling-Networks","34811519"
"MYC","Gene","up-regulates-quantity-by-expression","UBTF","Gene","SIGNOR","Signalling-Networks","15282543"
"MXD1","Gene","down-regulates-quantity-by-repression","UBTF","Gene","SIGNOR","Signalling-Networks","15282543"
"CLCC1","Gene","up-regulates-activity","PIGBOS1","Gene","SIGNOR","Signalling-Networks","31653868"
"SLBP","Gene","up-regulates-quantity-by-expression","H2BE1","Gene","SIGNOR","Signalling-Networks","19155325"
"SRC","Gene","up-regulates-activity","SH3PXD2B","Gene","SIGNOR","Signalling-Networks","20943948"
"ULK1","Gene","up-regulates-activity","DENND3","Gene","SIGNOR","Signalling-Networks","25925668"
"ULK2","Gene","up-regulates-activity","DENND3","Gene","SIGNOR","Signalling-Networks","25925668"
"BMPR1A","Gene","up-regulates-activity","FAM83G","Gene","SIGNOR","Signalling-Networks","24554596"
"PRKD1","Gene","up-regulates-activity","FAM83G","Gene","SIGNOR","Signalling-Networks","32570757"
"SP1","Gene","up-regulates-quantity-by-expression","IFITM5","Gene","SIGNOR","Signalling-Networks","23530031"
"SP7","Gene","up-regulates-quantity-by-expression","IFITM5","Gene","SIGNOR","Signalling-Networks","23530031"
"NTRK1","Gene","up-regulates","ARHGAP32","Gene","SIGNOR","Signalling-Networks","12446789"
"GAB1","Gene","up-regulates","ARHGAP32","Gene","SIGNOR","Signalling-Networks","12819203"
"GAB2","Gene","up-regulates","ARHGAP32","Gene","SIGNOR","Signalling-Networks","12819203"
"TRIM27","Gene","up-regulates-activity","WASHC1","Gene","SIGNOR","Signalling-Networks","23452853"
"MAGEL2","Gene","up-regulates-activity","WASHC1","Gene","SIGNOR","Signalling-Networks","23452853"
"FYN","Gene","up-regulates-activity","CD300LB","Gene","SIGNOR","Signalling-Networks","16920917"
"AKT1","Gene","down-regulates","FOXO6","Gene","SIGNOR","Signalling-Networks","21798082"
"CSNK1A1","Gene","down-regulates","FOXO6","Gene","SIGNOR","Signalling-Networks","19188143"
"PCSK5","Gene","up-regulates-quantity","Oxytocin","Gene","SIGNOR","Signalling-Networks","11690596"
"PCSK2","Gene","up-regulates-quantity","Oxytocin","Gene","SIGNOR","Signalling-Networks","11690596"
"PCSK5","Gene","up-regulates-quantity","Neurophysin 1","Gene","SIGNOR","Signalling-Networks","11690596"
"PCSK2","Gene","up-regulates-quantity","Neurophysin 1","Gene","SIGNOR","Signalling-Networks","11690596"
"CPE","Gene","up-regulates-activity","Oxytocin","Gene","SIGNOR","Signalling-Networks","25767437"
"PINK1","Gene","up-regulates","UBA52","Gene","SIGNOR","Signalling-Networks","24784582"
"UBA52","Gene","up-regulates-activity","PRKN","Gene","SIGNOR","Signalling-Networks","24784582"
"TRIM27","Gene","up-regulates-activity","STK38L","Gene","SIGNOR","Signalling-Networks","35670107"
"STK38L","Gene","down-regulates-quantity","ULK1","Gene","SIGNOR","Signalling-Networks","35670107"
"TRIM27","Gene","down-regulates-quantity","ULK1","Gene","SIGNOR","Signalling-Networks","35670107"
"SH2B1","Gene","down-regulates-activity","CD79A","Gene","SIGNOR","Signalling-Networks","32323266"
"CRHR1","Gene","up-regulates-activity","GNAS","Gene","SIGNOR","Signalling-Networks","22869609"
"MC2R","Gene","up-regulates-activity","GNAS","Gene","SIGNOR","Signalling-Networks","20371771"
"INPP5D","Gene","down-regulates-activity","SYK","Gene","SIGNOR","Signalling-Networks","32323266"
"S","Gene","down-regulates-activity","EIF3F","Gene","SIGNOR","Signalling-Networks","18231581"
"TNFSF10","Gene","up-regulates","TNFRSF10A","Gene","SIGNOR","Signalling-Networks","14585074"
"ERBB3","Gene","up-regulates","PIK3CD","Gene","SIGNOR","Signalling-Networks","16729043"
"CALM2","Gene","up-regulates","EEF2K","Gene","SIGNOR","Signalling-Networks","11015200"
"TNF","Gene","up-regulates","PIK3CD","Gene","SIGNOR","Signalling-Networks","10485710"
"CALM1","Gene","up-regulates","EEF2K","Gene","SIGNOR","Signalling-Networks","11015200"
"ROCK1","Gene","up-regulates-activity","DNM1L","Gene","SIGNOR","Signalling-Networks","31063459"
"EPAS1","Gene","up-regulates-quantity-by-expression","CACNA1A","Gene","SIGNOR","Signalling-Networks","15833863"
"GDNF","Gene","up-regulates","GFRA2","Gene","SIGNOR","Signalling-Networks","9192898"
"DCC","Gene","up-regulates-activity","CACNA1A","Gene","SIGNOR","Signalling-Networks","12827203"
"NTRK1","Gene","up-regulates","SH2B2","Gene","SIGNOR","Signalling-Networks","9856458"
"INVS","Gene","down-regulates","DVL1","Gene","SIGNOR","Signalling-Networks","15852005"
"DACT1","Gene","down-regulates","DVL2","Gene","SIGNOR","Signalling-Networks","16446366"
"NFX1","Gene","up-regulates-quantity-by-expression","TERT","Gene","SIGNOR","Signalling-Networks","17267499"
"ATM","Gene","up-regulates","CHEK1","Gene","SIGNOR","Signalling-Networks","20068082"
"EMX1","Gene","up-regulates-quantity-by-expression","NRP1","Gene","SIGNOR","Signalling-Networks","26534986"
"IKBKB","Gene","down-regulates-activity","IKBKB","Gene","SIGNOR","Signalling-Networks","10195894"
"PPM1B","Gene","down-regulates-activity","IKBKB","Gene","SIGNOR","Signalling-Networks","18930133"
"PPP1CA","Gene","down-regulates","AURKA","Gene","SIGNOR","Signalling-Networks","11551964"
"FOXM1","Gene","up-regulates-quantity-by-expression","SLC27A2","Gene","SIGNOR","Signalling-Networks","31949772"
"DVL2","Gene","up-regulates-activity","AXIN1","Gene","SIGNOR","Signalling-Networks","17529994"
"WNT9A","Gene","up-regulates","MUSK","Gene","SIGNOR","Signalling-Networks","22309736"
"CSNK1D","Gene","up-regulates","AXIN1","Gene","SIGNOR","Signalling-Networks","12000790"
"AMER1","Gene","up-regulates-activity","AXIN1","Gene","SIGNOR","Signalling-Networks","21304492"
"AKT1","Gene","unknown","FANCA","Gene","SIGNOR","Signalling-Networks","11855836"
"CDK5","Gene","up-regulates","CLOCK","Gene","SIGNOR","Signalling-Networks","24235147"
"GFI1","Gene","down-regulates-quantity-by-repression","CYP27B1","Gene","SIGNOR","Signalling-Networks","15947108"
"MAPK14","Gene","up-regulates","SIAH2","Gene","SIGNOR","Signalling-Networks","17003045"
"DAPK3","Gene","up-regulates","DAPK3","Gene","SIGNOR","Signalling-Networks","15611134"
"MAPK1","Gene","down-regulates-quantity-by-destabilization","BCL2L11","Gene","SIGNOR","Signalling-Networks","16282323"
"PPP2CB","Gene","down-regulates-activity","PRKCB","Gene","SIGNOR","Signalling-Networks","15880462"
"PIM1","Gene","down-regulates","FOXO3","Gene","SIGNOR","Signalling-Networks","18593906"
"PRKAA1","Gene","up-regulates-activity","FOXO3","Gene","SIGNOR","Signalling-Networks","22848740"
"CSNK1A1","Gene","down-regulates","FOXO3","Gene","SIGNOR","Signalling-Networks","19188143"
"SIRT1","Gene","down-regulates-activity","FOXO3","Gene","SIGNOR","Signalling-Networks","14976264"
"PTPRJ","Gene","down-regulates","LAT","Gene","SIGNOR","Signalling-Networks","11259588"
"HCRT","Gene","up-regulates","HCRTR2","Gene","SIGNOR","Signalling-Networks","9491897"
"ROCK1","Gene","down-regulates","PPP1R12B","Gene","SIGNOR","Signalling-Networks","22937917"
"EGFR","Gene","up-regulates","NCK2","Gene","SIGNOR","Signalling-Networks","10026169"
"NACC1","Gene","up-regulates-activity","ZBTB14","Gene","SIGNOR","Signalling-Networks","19121354"
"IL6R","Gene","up-regulates-activity","JAK2","Gene","SIGNOR","Signalling-Networks","23869758"
"MTOR","Gene","up-regulates","EIF4EBP3","Gene","SIGNOR","Signalling-Networks","14967450"
"JAK2","Gene","up-regulates","JAK2","Gene","SIGNOR","Signalling-Networks","20304997"
"PTPN1","Gene","down-regulates","JAK2","Gene","SIGNOR","Signalling-Networks","15780598"
"BACH1","Gene","up-regulates-activity","MAFK","Gene","SIGNOR","Signalling-Networks","19011633"
"GSK3B","Gene","unknown","CTNND1","Gene","SIGNOR","Signalling-Networks","12885254"
"PRKACA","Gene","up-regulates-activity","PFKFB2","Gene","SIGNOR","Signalling-Networks","12853467"
"MTOR","Gene","down-regulates","ATG13","Gene","SIGNOR","Signalling-Networks","19211837"
"WNT7A","Gene","up-regulates-activity","FZD7","Gene","SIGNOR","Signalling-Networks","23290138"
"WNT9B","Gene","up-regulates","LRP6","Gene","SIGNOR","Signalling-Networks","20093360"
"LYN","Gene","up-regulates","PPP1R15A","Gene","SIGNOR","Signalling-Networks","11517336"
"MDC1","Gene","up-regulates","RNF8","Gene","SIGNOR","Signalling-Networks","18678647"
"TLE5","Gene","down-regulates-activity","SIX3","Gene","SIGNOR","Signalling-Networks","12441302"
"TP53INP1","Gene","up-regulates","GABARAP","Gene","SIGNOR","Signalling-Networks","22421968"
"PCM1","Gene","up-regulates","PCNT","Gene","SIGNOR","Signalling-Networks","12403812"
"PML","Gene","up-regulates","ZFYVE9","Gene","SIGNOR","Signalling-Networks","15356634"
"ESRRA","Gene","down-regulates-quantity-by-repression","SNAI1","Gene","SIGNOR","Signalling-Networks","15955695"
"PCNA","Gene","down-regulates-activity","NCR2","Gene","SIGNOR","Signalling-Networks","22021614"
"ATRX","Gene","up-regulates-activity","ZBED1","Gene","SIGNOR","Signalling-Networks","22021382"
"LBX1","Gene","up-regulates-quantity-by-expression","SNAI1","Gene","SIGNOR","Signalling-Networks","19651985"
